program_id,ts_minute,batches_created,pieces_processed,weight_processed_g
7,2025-06-11T09:41:00Z,5,73,19341
7,2025-06-11T09:42:00Z,3,52,14326
7,2025-06-11T09:43:00Z,2,46,12738
7,2025-06-11T09:44:00Z,4,80,22354
7,2025-06-11T09:45:00Z,5,74,19806
7,2025-06-11T09:46:00Z,4,92,24009
7,2025-06-11T09:47:00Z,4,98,25303
7,2025-06-11T09:48:00Z,6,94,24817
7,2025-06-11T09:49:00Z,5,93,25095
7,2025-06-11T09:50:00Z,5,102,26960
7,2025-06-11T09:51:00Z,6,111,27927
7,2025-06-11T09:52:00Z,4,98,24473
7,2025-06-11T09:53:00Z,4,102,24947
7,2025-06-11T09:54:00Z,6,91,21570
7,2025-06-11T09:55:00Z,5,101,23300
7,2025-06-11T09:56:00Z,3,98,23488
7,2025-06-11T09:57:00Z,7,112,26404
7,2025-06-11T09:58:00Z,5,97,23688
7,2025-06-11T09:59:00Z,5,107,25504
7,2025-06-11T10:00:00Z,4,107,26274
7,2025-06-11T10:01:00Z,5,116,28514
7,2025-06-11T10:02:00Z,7,101,26108
7,2025-06-11T10:03:00Z,4,105,26309
7,2025-06-11T10:04:00Z,4,90,22840
7,2025-06-11T10:05:00Z,4,78,20122
7,2025-06-11T10:06:00Z,6,86,22824
7,2025-06-11T10:07:00Z,5,77,19382
7,2025-06-11T10:08:00Z,5,92,23833
7,2025-06-11T10:09:00Z,4,102,26614
7,2025-06-11T10:10:00Z,5,82,22019
7,2025-06-11T10:11:00Z,4,82,22373
7,2025-06-11T10:12:00Z,2,50,13515
7,2025-06-11T10:13:00Z,5,81,20958
7,2025-06-11T10:14:00Z,4,73,19556
7,2025-06-11T10:15:00Z,3,72,17993
7,2025-06-11T10:16:00Z,4,77,19369
7,2025-06-11T10:17:00Z,1,29,8212
7,2025-06-11T10:18:00Z,4,58,16156
7,2025-06-11T10:19:00Z,1,38,10011
7,2025-06-11T10:20:00Z,3,41,11212
7,2025-06-11T10:21:00Z,4,61,16841
7,2025-06-11T10:22:00Z,4,78,21462
7,2025-06-11T10:23:00Z,4,71,19941
7,2025-06-11T10:24:00Z,3,60,17154
7,2025-06-11T10:25:00Z,3,65,18286
7,2025-06-11T10:26:00Z,4,47,13276
7,2025-06-11T10:27:00Z,1,29,8212
7,2025-06-11T10:28:00Z,1,22,5987
7,2025-06-11T10:29:00Z,1,20,5650
7,2025-06-11T10:30:00Z,2,19,5404
7,2025-06-11T10:31:00Z,1,35,9487
7,2025-06-11T10:32:00Z,4,70,16236
7,2025-06-11T10:33:00Z,3,77,19695
7,2025-06-11T10:34:00Z,6,82,21939
7,2025-06-11T10:35:00Z,3,79,20804
7,2025-06-11T10:36:00Z,3,71,19028
7,2025-06-11T10:37:00Z,3,48,13245
7,2025-06-11T10:38:00Z,3,50,13451
7,2025-06-11T10:39:00Z,5,73,20196
7,2025-06-11T10:40:00Z,3,69,18411
7,2025-06-11T10:41:00Z,5,65,16973
7,2025-06-11T10:42:00Z,3,58,16004
7,2025-06-11T10:43:00Z,5,65,18348
7,2025-06-11T10:44:00Z,2,40,11141
7,2025-06-11T10:45:00Z,3,51,14082
7,2025-06-11T10:46:00Z,2,48,13327
7,2025-06-11T10:47:00Z,3,58,15947
7,2025-06-11T10:48:00Z,3,66,17977
7,2025-06-11T10:49:00Z,5,68,18762
7,2025-06-11T10:50:00Z,3,60,16649
7,2025-06-11T10:51:00Z,2,31,8711
7,2025-06-11T10:52:00Z,0,8,2288
7,2025-06-11T10:53:00Z,1,17,4906
7,2025-06-11T10:54:00Z,2,12,3397
7,2025-06-11T10:55:00Z,0,11,3195
7,2025-06-11T10:56:00Z,1,11,3142
7,2025-06-11T10:57:00Z,1,4,1185
8,2025-06-12T06:23:00Z,0,15,1978
8,2025-06-12T06:24:00Z,2,129,18325
8,2025-06-12T06:25:00Z,5,135,18870
8,2025-06-12T06:26:00Z,4,145,19848
8,2025-06-12T06:27:00Z,3,145,20272
8,2025-06-12T06:28:00Z,4,142,20039
8,2025-06-12T06:29:00Z,5,141,19008
8,2025-06-12T06:30:00Z,4,135,18688
8,2025-06-12T06:31:00Z,3,145,20460
8,2025-06-12T06:32:00Z,5,146,19900
8,2025-06-12T06:33:00Z,3,127,17133
8,2025-06-12T06:34:00Z,3,97,14177
8,2025-06-12T06:35:00Z,3,141,28168
8,2025-06-12T06:36:00Z,4,144,29770
8,2025-06-12T06:37:00Z,8,144,28192
8,2025-06-12T06:38:00Z,6,136,26791
8,2025-06-12T06:39:00Z,4,140,28936
8,2025-06-12T06:40:00Z,6,151,29266
8,2025-06-12T06:41:00Z,7,144,26505
8,2025-06-12T06:42:00Z,6,140,23816
8,2025-06-12T06:43:00Z,3,149,27914
8,2025-06-12T06:44:00Z,8,140,26331
8,2025-06-12T06:45:00Z,4,140,27320
8,2025-06-12T06:46:00Z,5,142,28586
8,2025-06-12T06:47:00Z,8,139,27272
8,2025-06-12T06:48:00Z,3,142,28015
8,2025-06-12T06:49:00Z,8,145,29430
8,2025-06-12T06:50:00Z,3,133,27369
8,2025-06-12T06:51:00Z,6,144,28940
8,2025-06-12T06:52:00Z,8,144,29861
8,2025-06-12T06:53:00Z,5,146,29030
8,2025-06-12T06:54:00Z,7,141,29756
8,2025-06-12T06:55:00Z,6,144,29153
8,2025-06-12T06:56:00Z,5,144,27711
8,2025-06-12T06:57:00Z,5,148,29933
8,2025-06-12T06:58:00Z,6,133,28194
8,2025-06-12T06:59:00Z,8,139,28441
8,2025-06-12T07:00:00Z,4,138,29583
8,2025-06-12T07:01:00Z,6,143,30746
8,2025-06-12T07:02:00Z,6,134,29573
8,2025-06-12T07:03:00Z,7,141,31155
8,2025-06-12T07:04:00Z,6,139,30787
8,2025-06-12T07:05:00Z,7,138,31262
8,2025-06-12T07:06:00Z,5,140,30434
8,2025-06-12T07:07:00Z,6,139,30578
8,2025-06-12T07:08:00Z,7,136,30912
8,2025-06-12T07:09:00Z,6,141,31489
8,2025-06-12T07:10:00Z,6,146,31710
8,2025-06-12T07:11:00Z,6,146,30917
8,2025-06-12T07:12:00Z,6,147,32062
8,2025-06-12T07:13:00Z,8,142,30120
8,2025-06-12T07:14:00Z,4,148,30334
8,2025-06-12T07:15:00Z,7,145,30405
8,2025-06-12T07:16:00Z,8,149,30798
8,2025-06-12T07:17:00Z,3,136,27506
8,2025-06-12T07:18:00Z,8,145,29370
8,2025-06-12T07:19:00Z,4,143,30184
8,2025-06-12T07:20:00Z,7,141,30194
8,2025-06-12T07:21:00Z,8,143,31008
8,2025-06-12T07:22:00Z,4,126,26517
8,2025-06-12T07:23:00Z,7,142,30365
8,2025-06-12T07:24:00Z,5,139,29996
8,2025-06-12T07:25:00Z,7,135,29140
8,2025-06-12T07:26:00Z,5,134,28447
8,2025-06-12T07:27:00Z,6,136,28774
8,2025-06-12T07:28:00Z,6,134,28547
8,2025-06-12T07:29:00Z,6,138,29748
8,2025-06-12T07:30:00Z,7,138,29749
8,2025-06-12T07:31:00Z,4,141,30220
8,2025-06-12T07:32:00Z,7,138,28868
8,2025-06-12T07:33:00Z,5,132,27696
8,2025-06-12T07:34:00Z,7,135,28852
8,2025-06-12T07:35:00Z,5,142,30207
8,2025-06-12T07:36:00Z,6,144,30732
8,2025-06-12T07:37:00Z,6,129,27351
8,2025-06-12T07:38:00Z,6,146,32011
8,2025-06-12T07:39:00Z,7,152,32156
8,2025-06-12T07:40:00Z,4,147,31035
8,2025-06-12T07:41:00Z,8,147,31288
8,2025-06-12T07:42:00Z,6,137,29364
8,2025-06-12T07:43:00Z,7,145,31662
8,2025-06-12T07:44:00Z,5,136,29716
8,2025-06-12T07:45:00Z,7,142,30775
8,2025-06-12T07:46:00Z,5,143,30622
8,2025-06-12T07:47:00Z,9,135,29180
8,2025-06-12T07:48:00Z,5,140,29492
8,2025-06-12T07:49:00Z,6,142,30182
8,2025-06-12T07:50:00Z,7,135,28941
8,2025-06-12T07:51:00Z,5,137,29464
8,2025-06-12T07:52:00Z,5,140,29533
8,2025-06-12T07:53:00Z,8,143,30407
8,2025-06-12T07:54:00Z,5,145,31289
8,2025-06-12T07:55:00Z,7,143,30865
8,2025-06-12T07:56:00Z,4,148,29097
8,2025-06-12T07:57:00Z,7,146,24363
8,2025-06-12T07:58:00Z,3,140,22672
8,2025-06-12T07:59:00Z,6,148,24694
8,2025-06-12T08:00:00Z,5,147,24876
8,2025-06-12T08:01:00Z,4,137,21955
8,2025-06-12T08:02:00Z,4,142,22593
8,2025-06-12T08:03:00Z,7,146,24079
8,2025-06-12T08:04:00Z,5,145,25005
8,2025-06-12T08:05:00Z,4,141,23778
8,2025-06-12T08:06:00Z,4,145,23813
8,2025-06-12T08:07:00Z,5,141,22224
8,2025-06-12T08:08:00Z,4,132,20903
8,2025-06-12T08:09:00Z,6,138,22075
8,2025-06-12T08:10:00Z,5,135,23941
8,2025-06-12T08:11:00Z,4,138,26858
8,2025-06-12T08:12:00Z,6,128,25492
8,2025-06-12T08:13:00Z,6,144,30327
8,2025-06-12T08:14:00Z,6,149,31296
8,2025-06-12T08:15:00Z,5,131,26713
8,2025-06-12T08:16:00Z,7,133,26908
8,2025-06-12T08:17:00Z,6,145,29359
8,2025-06-12T08:18:00Z,4,135,27796
8,2025-06-12T08:19:00Z,6,131,27028
8,2025-06-12T08:20:00Z,7,135,28806
8,2025-06-12T08:21:00Z,5,140,28899
8,2025-06-12T08:22:00Z,7,137,28642
8,2025-06-12T08:23:00Z,7,132,27777
8,2025-06-12T08:24:00Z,3,127,27656
8,2025-06-12T08:25:00Z,7,118,25851
8,2025-06-12T08:26:00Z,4,121,24636
8,2025-06-12T08:27:00Z,5,133,27460
8,2025-06-12T08:28:00Z,6,140,29046
8,2025-06-12T08:29:00Z,6,145,29700
8,2025-06-12T08:30:00Z,6,143,29444
8,2025-06-12T08:31:00Z,7,131,27515
8,2025-06-12T08:32:00Z,5,139,28541
8,2025-06-12T08:33:00Z,5,128,26098
8,2025-06-12T08:34:00Z,6,141,28982
8,2025-06-12T08:35:00Z,7,143,29608
8,2025-06-12T08:36:00Z,5,136,27789
8,2025-06-12T08:37:00Z,7,129,26662
8,2025-06-12T08:38:00Z,3,128,26631
8,2025-06-12T08:39:00Z,6,142,29920
8,2025-06-12T08:40:00Z,7,148,30664
8,2025-06-12T08:41:00Z,7,144,29653
8,2025-06-12T08:42:00Z,5,135,27671
8,2025-06-12T08:43:00Z,6,141,28827
8,2025-06-12T08:44:00Z,6,138,28340
8,2025-06-12T08:45:00Z,5,123,25304
8,2025-06-12T08:46:00Z,6,132,28186
8,2025-06-12T08:47:00Z,5,134,27308
8,2025-06-12T08:48:00Z,6,143,29184
8,2025-06-12T08:49:00Z,6,135,28176
8,2025-06-12T08:50:00Z,6,138,28229
8,2025-06-12T08:51:00Z,5,136,27832
8,2025-06-12T08:52:00Z,7,135,27591
8,2025-06-12T08:53:00Z,5,142,29712
8,2025-06-12T08:54:00Z,6,137,28514
8,2025-06-12T08:55:00Z,5,134,28068
8,2025-06-12T08:56:00Z,6,133,27900
8,2025-06-12T08:57:00Z,7,128,26538
8,2025-06-12T08:58:00Z,6,130,27026
8,2025-06-12T08:59:00Z,5,134,27633
8,2025-06-12T09:00:00Z,6,131,27006
8,2025-06-12T09:01:00Z,6,146,30220
8,2025-06-12T09:02:00Z,6,133,27414
8,2025-06-12T09:03:00Z,6,139,28590
8,2025-06-12T09:04:00Z,5,135,27540
8,2025-06-12T09:05:00Z,5,129,26412
8,2025-06-12T09:06:00Z,7,137,28238
8,2025-06-12T09:07:00Z,6,140,28986
8,2025-06-12T09:08:00Z,5,138,28326
8,2025-06-12T09:09:00Z,5,124,25630
8,2025-06-12T09:10:00Z,3,9,1899
9,2025-06-12T09:12:00Z,4,112,23759
9,2025-06-12T09:13:00Z,4,151,32264
9,2025-06-12T09:14:00Z,8,145,30019
9,2025-06-12T09:15:00Z,4,141,30029
9,2025-06-12T09:16:00Z,7,144,30143
9,2025-06-12T09:17:00Z,6,139,29698
9,2025-06-12T09:18:00Z,7,148,31599
9,2025-06-12T09:19:00Z,6,144,30818
9,2025-06-12T09:20:00Z,5,142,30188
9,2025-06-12T09:21:00Z,7,144,31061
9,2025-06-12T09:22:00Z,4,137,29513
9,2025-06-12T09:23:00Z,8,147,31233
9,2025-06-12T09:24:00Z,5,143,30247
9,2025-06-12T09:25:00Z,7,146,30417
9,2025-06-12T09:26:00Z,5,135,27930
9,2025-06-12T09:27:00Z,5,142,29018
9,2025-06-12T09:28:00Z,6,132,27243
9,2025-06-12T09:29:00Z,8,141,28911
9,2025-06-12T09:30:00Z,5,141,28972
9,2025-06-12T09:31:00Z,5,135,27540
9,2025-06-12T09:32:00Z,5,135,27541
9,2025-06-12T09:33:00Z,6,141,29227
9,2025-06-12T09:34:00Z,7,137,28192
9,2025-06-12T09:35:00Z,6,142,29800
9,2025-06-12T09:36:00Z,6,143,30255
9,2025-06-12T09:37:00Z,6,127,26502
9,2025-06-12T09:38:00Z,5,133,27508
9,2025-06-12T09:39:00Z,5,128,26432
9,2025-06-12T09:40:00Z,5,137,28548
9,2025-06-12T09:41:00Z,7,134,27993
9,2025-06-12T09:42:00Z,5,135,28845
9,2025-06-12T09:43:00Z,5,137,27948
9,2025-06-12T09:44:00Z,5,131,26744
9,2025-06-12T09:45:00Z,6,144,29592
9,2025-06-12T09:46:00Z,8,134,28077
9,2025-06-12T09:47:00Z,4,140,30459
9,2025-06-12T09:48:00Z,7,126,27026
9,2025-06-12T09:49:00Z,4,147,31598
9,2025-06-12T09:50:00Z,5,85,17682
9,2025-06-12T09:51:00Z,8,131,27452
9,2025-06-12T09:52:00Z,4,134,28380
9,2025-06-12T09:53:00Z,5,126,26461
9,2025-06-12T09:54:00Z,7,127,26769
9,2025-06-12T09:55:00Z,4,71,15105
10,2025-06-12T10:14:00Z,0,50,10590
10,2025-06-12T10:15:00Z,5,113,23819
10,2025-06-12T10:16:00Z,5,126,26366
10,2025-06-12T10:17:00Z,5,142,29854
10,2025-06-12T10:18:00Z,7,138,29054
10,2025-06-12T10:19:00Z,5,135,28561
10,2025-06-12T10:20:00Z,5,133,28686
10,2025-06-12T10:21:00Z,6,115,24233
10,2025-06-12T10:22:00Z,7,136,28866
10,2025-06-12T10:23:00Z,5,135,28468
10,2025-06-12T10:24:00Z,5,134,27709
10,2025-06-12T10:25:00Z,5,141,29057
10,2025-06-12T10:26:00Z,8,135,28098
10,2025-06-12T10:27:00Z,3,123,25505
10,2025-06-12T10:28:00Z,8,134,27532
10,2025-06-12T10:29:00Z,3,127,24712
10,2025-06-12T10:30:00Z,4,111,22459
10,2025-06-12T10:31:00Z,6,124,25503
10,2025-06-12T10:32:00Z,5,125,26572
10,2025-06-12T10:33:00Z,5,115,23929
10,2025-06-12T10:34:00Z,6,114,23553
10,2025-06-12T10:35:00Z,3,134,27595
10,2025-06-12T10:36:00Z,8,130,26165
10,2025-06-12T10:37:00Z,4,131,27558
10,2025-06-12T10:38:00Z,5,122,25249
10,2025-06-12T10:39:00Z,7,119,24987
10,2025-06-12T10:40:00Z,5,121,25362
10,2025-06-12T10:41:00Z,4,135,28974
10,2025-06-12T10:42:00Z,7,137,28677
10,2025-06-12T10:43:00Z,5,128,27136
10,2025-06-12T10:44:00Z,5,133,28445
10,2025-06-12T10:45:00Z,6,130,28066
10,2025-06-12T10:46:00Z,7,125,26415
10,2025-06-12T10:47:00Z,5,139,29504
10,2025-06-12T10:48:00Z,5,127,27450
10,2025-06-12T10:49:00Z,7,139,29649
10,2025-06-12T10:50:00Z,5,141,29706
10,2025-06-12T10:51:00Z,6,142,30065
10,2025-06-12T10:52:00Z,7,128,27246
10,2025-06-12T10:53:00Z,6,128,27037
10,2025-06-12T10:54:00Z,4,104,21640
10,2025-06-12T10:55:00Z,5,119,25737
10,2025-06-12T10:56:00Z,5,113,24093
10,2025-06-12T10:57:00Z,4,92,19825
10,2025-06-12T10:58:00Z,5,104,22494
10,2025-06-12T10:59:00Z,5,114,24311
10,2025-06-12T11:00:00Z,5,117,25793
10,2025-06-12T11:01:00Z,4,125,26747
10,2025-06-12T11:02:00Z,5,111,23166
10,2025-06-12T11:03:00Z,7,121,26198
10,2025-06-12T11:04:00Z,6,131,27550
10,2025-06-12T11:05:00Z,3,106,22478
10,2025-06-12T11:06:00Z,5,114,24418
10,2025-06-12T11:07:00Z,4,96,20203
10,2025-06-12T11:08:00Z,5,94,19650
10,2025-06-12T11:09:00Z,4,113,23592
10,2025-06-12T11:10:00Z,5,108,22537
10,2025-06-12T11:11:00Z,6,117,24857
10,2025-06-12T11:12:00Z,4,109,23268
10,2025-06-12T11:13:00Z,4,113,24149
10,2025-06-12T11:14:00Z,5,112,23653
10,2025-06-12T11:15:00Z,5,109,22985
10,2025-06-12T11:16:00Z,4,89,18612
10,2025-06-12T11:17:00Z,4,97,20366
10,2025-06-12T11:18:00Z,5,114,23769
10,2025-06-12T11:19:00Z,5,116,24464
10,2025-06-12T11:20:00Z,6,120,26045
10,2025-06-12T11:21:00Z,4,118,25360
10,2025-06-12T11:22:00Z,5,108,23525
10,2025-06-12T11:23:00Z,5,121,26153
10,2025-06-12T11:24:00Z,6,126,27511
10,2025-06-12T11:25:00Z,5,121,26540
10,2025-06-12T11:26:00Z,5,107,22854
10,2025-06-12T11:27:00Z,5,99,21499
10,2025-06-12T11:28:00Z,4,109,23715
10,2025-06-12T11:29:00Z,6,121,26864
10,2025-06-12T11:30:00Z,7,128,28703
10,2025-06-12T11:31:00Z,4,106,22867
10,2025-06-12T11:32:00Z,5,112,24265
10,2025-06-12T11:33:00Z,4,104,23048
10,2025-06-12T11:34:00Z,5,66,14305
11,2025-06-12T11:45:00Z,0,99,20717
11,2025-06-12T11:46:00Z,8,138,29211
11,2025-06-12T11:47:00Z,5,132,28903
11,2025-06-12T11:48:00Z,6,129,28972
11,2025-06-12T11:49:00Z,6,134,30607
11,2025-06-12T11:50:00Z,7,132,30129
11,2025-06-12T11:51:00Z,6,132,30278
11,2025-06-12T11:52:00Z,5,141,32594
11,2025-06-12T11:53:00Z,7,135,30788
11,2025-06-12T11:54:00Z,7,131,30165
11,2025-06-12T11:55:00Z,4,113,25626
11,2025-06-12T11:56:00Z,6,132,29809
11,2025-06-12T11:57:00Z,8,147,33538
11,2025-06-12T11:58:00Z,6,140,32121
11,2025-06-12T11:59:00Z,5,133,30584
11,2025-06-12T12:00:00Z,7,134,30275
11,2025-06-12T12:01:00Z,6,137,30540
11,2025-06-12T12:02:00Z,6,137,31739
11,2025-06-12T12:03:00Z,6,144,33685
11,2025-06-12T12:04:00Z,8,137,31466
11,2025-06-12T12:05:00Z,5,122,28030
11,2025-06-12T12:06:00Z,6,128,29081
11,2025-06-12T12:07:00Z,5,129,29346
11,2025-06-12T12:08:00Z,7,127,29238
11,2025-06-12T12:09:00Z,5,116,27231
11,2025-06-12T12:10:00Z,5,116,22617
11,2025-06-12T12:11:00Z,4,125,21154
11,2025-06-12T12:12:00Z,3,139,21835
11,2025-06-12T12:13:00Z,6,136,22630
11,2025-06-12T12:14:00Z,6,143,23583
11,2025-06-12T12:15:00Z,3,137,23147
11,2025-06-12T12:16:00Z,5,134,21227
11,2025-06-12T12:17:00Z,6,136,22166
11,2025-06-12T12:18:00Z,5,134,21696
11,2025-06-12T12:19:00Z,3,141,20457
11,2025-06-12T12:20:00Z,5,143,23330
11,2025-06-12T12:21:00Z,5,125,21194
11,2025-06-12T12:22:00Z,5,129,20147
11,2025-06-12T12:23:00Z,3,125,20079
11,2025-06-12T12:24:00Z,5,140,22279
11,2025-06-12T12:25:00Z,3,120,18613
11,2025-06-12T12:26:00Z,6,112,18314
11,2025-06-12T12:27:00Z,3,134,21503
11,2025-06-12T12:28:00Z,6,129,20339
11,2025-06-12T12:29:00Z,4,139,22031
11,2025-06-12T12:30:00Z,4,121,19384
11,2025-06-12T12:31:00Z,4,123,19266
11,2025-06-12T12:32:00Z,5,140,21906
11,2025-06-12T12:33:00Z,4,129,20552
11,2025-06-12T12:34:00Z,5,127,20376
11,2025-06-12T12:35:00Z,5,137,21629
11,2025-06-12T12:36:00Z,4,140,22005
11,2025-06-12T12:37:00Z,4,126,19864
11,2025-06-12T12:38:00Z,5,127,20726
11,2025-06-12T12:39:00Z,4,123,19959
11,2025-06-12T12:40:00Z,6,140,22846
11,2025-06-12T12:41:00Z,4,134,21627
11,2025-06-12T12:42:00Z,6,133,21422
11,2025-06-12T12:43:00Z,5,137,21666
11,2025-06-12T12:44:00Z,4,126,19778
11,2025-06-12T12:45:00Z,4,100,16058
11,2025-06-12T12:46:00Z,4,127,21644
11,2025-06-12T12:47:00Z,4,127,20204
11,2025-06-12T12:48:00Z,5,138,21941
11,2025-06-12T12:49:00Z,5,141,22350
11,2025-06-12T12:50:00Z,5,126,20336
11,2025-06-12T12:51:00Z,3,139,22039
11,2025-06-12T12:52:00Z,5,130,20777
11,2025-06-12T12:53:00Z,5,134,20705
11,2025-06-12T12:54:00Z,4,141,20019
11,2025-06-12T12:55:00Z,3,141,20080
11,2025-06-12T12:56:00Z,4,138,19217
11,2025-06-12T12:57:00Z,4,124,17498
11,2025-06-12T12:58:00Z,4,125,18132
11,2025-06-12T12:59:00Z,5,138,19708
11,2025-06-12T13:00:00Z,4,140,20056
11,2025-06-12T13:01:00Z,4,126,17580
11,2025-06-12T13:02:00Z,2,130,18727
11,2025-06-12T13:03:00Z,5,135,19731
11,2025-06-12T13:04:00Z,3,128,18817
11,2025-06-12T13:05:00Z,4,119,16762
11,2025-06-12T13:06:00Z,5,130,18424
11,2025-06-12T13:07:00Z,3,135,18931
11,2025-06-12T13:08:00Z,4,138,19838
11,2025-06-12T13:09:00Z,4,133,19563
11,2025-06-12T13:10:00Z,4,141,20690
11,2025-06-12T13:11:00Z,4,135,19644
11,2025-06-12T13:12:00Z,5,136,19357
11,2025-06-12T13:13:00Z,4,131,18634
11,2025-06-12T13:14:00Z,3,138,19299
11,2025-06-12T13:15:00Z,4,121,16938
11,2025-06-12T13:16:00Z,4,143,20702
11,2025-06-12T13:17:00Z,3,127,17564
11,2025-06-12T13:18:00Z,4,138,19391
11,2025-06-12T13:19:00Z,5,143,20659
11,2025-06-12T13:20:00Z,4,133,19056
11,2025-06-12T13:21:00Z,4,129,19129
11,2025-06-12T13:22:00Z,3,130,18371
11,2025-06-12T13:23:00Z,5,136,19215
11,2025-06-12T13:24:00Z,2,135,18513
11,2025-06-12T13:25:00Z,3,108,16171
11,2025-06-12T13:26:00Z,6,137,27900
11,2025-06-12T13:27:00Z,7,144,27598
11,2025-06-12T13:28:00Z,3,138,25378
11,2025-06-12T13:29:00Z,9,136,25329
11,2025-06-12T13:30:00Z,3,127,24334
11,2025-06-12T13:31:00Z,6,143,28049
11,2025-06-12T13:32:00Z,5,145,30837
11,2025-06-12T13:33:00Z,5,84,17035
11,2025-06-12T13:34:00Z,5,138,27895
11,2025-06-12T13:35:00Z,6,144,29684
11,2025-06-12T13:36:00Z,6,115,22729
11,2025-06-12T13:37:00Z,0,5,878
11,2025-06-12T13:38:00Z,0,0,0
11,2025-06-12T13:39:00Z,0,2,261
11,2025-06-12T13:40:00Z,0,3,438
11,2025-06-12T13:41:00Z,1,38,5418
11,2025-06-12T13:42:00Z,2,123,16849
11,2025-06-12T13:43:00Z,5,109,15210
11,2025-06-12T13:44:00Z,3,135,18841
11,2025-06-12T13:45:00Z,4,128,17578
11,2025-06-12T13:46:00Z,4,137,18470
11,2025-06-12T13:47:00Z,3,120,16051
11,2025-06-12T13:48:00Z,3,132,17963
11,2025-06-12T13:49:00Z,4,135,18661
11,2025-06-12T13:50:00Z,4,119,16901
11,2025-06-12T13:51:00Z,3,125,17427
11,2025-06-12T13:52:00Z,4,128,17791
11,2025-06-12T13:53:00Z,4,129,18278
11,2025-06-12T13:54:00Z,3,130,18157
11,2025-06-12T13:55:00Z,3,119,16784
11,2025-06-12T13:56:00Z,4,126,17806
11,2025-06-12T13:57:00Z,3,115,16010
11,2025-06-12T13:58:00Z,4,118,16062
11,2025-06-12T13:59:00Z,3,133,18331
11,2025-06-12T14:00:00Z,4,128,17724
11,2025-06-12T14:01:00Z,4,130,18189
11,2025-06-12T14:02:00Z,4,135,18621
11,2025-06-12T14:03:00Z,3,134,19149
11,2025-06-12T14:04:00Z,4,135,18902
11,2025-06-12T14:05:00Z,5,139,19781
11,2025-06-12T14:06:00Z,4,139,19681
11,2025-06-12T14:07:00Z,4,131,19101
11,2025-06-12T14:08:00Z,3,135,19278
11,2025-06-12T14:09:00Z,4,135,18881
11,2025-06-12T14:10:00Z,4,132,17455
11,2025-06-12T14:11:00Z,5,128,17341
11,2025-06-12T14:12:00Z,2,116,16518
11,2025-06-12T14:13:00Z,5,129,19723
11,2025-06-12T14:14:00Z,3,108,18448
11,2025-06-12T14:15:00Z,5,81,15770
11,2025-06-12T14:16:00Z,4,68,13447
11,2025-06-12T14:17:00Z,2,57,14710
11,2025-06-12T14:18:00Z,1,0,0
12,2025-06-12T14:39:00Z,3,78,20349
12,2025-06-12T14:40:00Z,6,128,32742
12,2025-06-12T14:41:00Z,7,126,32069
12,2025-06-12T14:42:00Z,6,129,32240
12,2025-06-12T14:43:00Z,4,125,30312
12,2025-06-12T14:44:00Z,8,128,31840
12,2025-06-12T14:45:00Z,5,124,31115
12,2025-06-12T14:46:00Z,6,133,33255
12,2025-06-12T14:47:00Z,8,132,33292
12,2025-06-12T14:48:00Z,7,134,34319
12,2025-06-12T14:49:00Z,7,130,33729
12,2025-06-12T14:50:00Z,6,129,31893
12,2025-06-12T14:51:00Z,7,133,33744
12,2025-06-12T14:52:00Z,6,136,32867
12,2025-06-12T14:53:00Z,6,130,32431
12,2025-06-12T14:54:00Z,5,126,31340
12,2025-06-12T14:55:00Z,8,130,33221
12,2025-06-12T14:56:00Z,7,137,34215
12,2025-06-12T14:57:00Z,6,127,32601
12,2025-06-12T14:58:00Z,5,118,30116
12,2025-06-12T14:59:00Z,6,125,31989
12,2025-06-12T15:00:00Z,8,129,32526
12,2025-06-12T15:01:00Z,6,131,33233
